Seconds,Car,Truck,Bus,Motorcycle,Total Vehicles
1436,12,2,0,0,14
1437,11,3,0,0,14
1438,9,1,0,0,10
1439,14,0,0,0,14
1440,10,1,0,0,11
1441,10,1,0,0,11
1442,13,2,0,0,15
1443,12,2,0,0,14
1444,16,2,0,0,18
1445,15,3,1,0,19
1446,14,2,0,0,16
1447,14,3,0,0,17
1448,12,3,0,0,15
1449,8,3,0,0,11
1450,9,3,0,0,12
1451,10,3,0,0,13
1452,11,2,0,0,13
1453,13,1,0,0,14
1454,10,1,0,0,11
1455,8,2,0,0,10
1456,10,1,0,0,11
1457,9,2,0,0,11
1458,8,3,0,0,11
1459,7,2,1,0,10
1460,6,0,1,0,7
1461,10,0,1,0,11
1462,11,2,1,0,14
1463,10,2,0,0,12
1464,9,3,1,0,13
1465,11,3,0,0,14
1466,11,1,1,0,13
1467,12,1,1,0,14
1468,16,2,0,0,18
1469,14,1,0,0,15
1470,11,1,0,0,12
1471,12,1,0,0,13
1472,7,2,0,0,9
1473,9,1,0,0,10
1474,8,1,0,0,9
1475,12,1,0,0,13
1476,12,1,0,0,13
1477,14,2,0,0,16
1478,8,1,0,0,9
1479,9,3,0,0,12
1480,10,2,0,0,12
1481,11,2,0,0,13
1482,10,1,0,0,11
1483,14,2,0,0,16
1484,13,1,0,0,14
1485,13,1,0,0,14
1486,15,1,0,0,16
1487,12,0,0,0,12
1488,12,1,0,0,13
1489,13,1,0,0,14
1490,14,1,0,0,15
1491,16,2,0,0,18
1492,14,2,1,0,17
1493,12,1,0,0,13
1494,9,3,0,0,12
1495,11,2,0,0,13
1496,10,4,0,0,14
1497,14,2,0,0,16
1498,13,1,0,0,14
1499,15,1,0,0,16
1500,12,1,0,0,13
1501,15,0,0,0,15
1502,14,0,0,0,14
1503,16,0,0,0,16
1504,15,1,0,0,16
1505,15,2,1,0,18
1506,15,1,0,0,16
1507,18,1,0,0,19
1508,14,1,0,0,15
1509,16,0,0,0,16
1510,16,0,0,0,16
1511,14,1,0,0,15
1512,15,1,0,0,16
1513,10,1,0,0,11
1514,11,0,1,0,12
1515,15,1,0,0,16
1516,14,0,0,0,14
1517,13,0,0,0,13
1518,11,0,0,0,11
1519,10,1,1,0,12
1520,11,0,0,0,11
1521,13,0,0,0,13
1522,13,0,0,0,13
1523,12,0,0,0,12
1524,9,0,0,0,9
1525,14,0,0,0,14
1526,9,2,0,0,11
1527,10,0,1,0,11
1528,11,1,0,0,12
1529,12,0,0,0,12
1530,10,1,0,0,11
1531,11,0,0,0,11
1532,13,0,0,0,13
1533,11,0,0,0,11
1534,15,0,0,0,15
1535,18,1,0,0,19
1536,16,1,0,0,17
1537,13,2,0,0,15
1538,12,1,0,0,13
1539,11,2,0,0,13
1540,11,2,0,0,13
1541,12,2,0,0,14
1542,10,0,0,0,10
1543,6,2,0,0,8
1544,11,0,0,0,11
1545,11,0,0,0,11
1546,11,0,0,0,11
1547,13,0,0,0,13
1548,16,1,0,0,17
1549,14,1,0,0,15
1550,15,0,0,0,15
1551,15,0,0,0,15
1552,13,0,0,0,13
1553,12,0,0,0,12
1554,13,1,1,0,15
1555,12,1,1,0,14
1556,13,2,0,0,15
1557,16,1,0,0,17
1558,17,2,0,0,19
1559,16,2,0,0,18
1560,11,2,1,0,14
1561,13,0,0,0,13
1562,17,1,0,0,18
1563,13,2,0,0,15
1564,13,2,1,0,16
1565,15,2,0,0,17
1566,18,2,0,0,20
1567,17,1,0,0,18
1568,19,0,0,0,19
1569,18,1,0,0,19
1570,20,1,0,0,21
1571,18,0,0,0,18
1572,15,1,0,0,16
1573,14,0,0,0,14
1574,13,0,0,0,13
1575,15,0,0,0,15
1576,15,0,0,0,15
1577,15,1,0,0,16
1578,16,0,0,0,16
1579,16,0,0,0,16
1580,12,0,0,0,12
1581,16,1,0,0,17
1582,14,1,0,0,15
1583,15,1,0,0,16
1584,15,2,0,0,17
1585,12,0,0,0,12
1586,12,1,0,0,13
1587,12,0,0,0,12
1588,12,1,0,0,13
1589,11,0,0,0,11
1590,9,0,1,0,10
1591,9,1,0,0,10
1592,12,1,0,0,13
1593,14,1,0,0,15
1594,10,1,0,0,11
1595,11,1,0,0,12
1596,11,2,0,0,13
1597,15,0,0,0,15
1598,12,0,0,0,12
1599,11,0,0,0,11
1600,11,0,1,0,12
1601,9,1,0,0,10
1602,10,2,0,0,12
1603,12,1,0,0,13
1604,12,1,0,0,13
1605,12,1,0,0,13
1606,14,1,0,0,15
1607,12,1,0,0,13
1608,13,1,0,0,14
1609,13,0,0,0,13
1610,14,0,0,0,14
1611,15,0,0,0,15
1612,12,1,0,0,13
1613,13,1,1,0,15
1614,14,1,0,0,15
1615,11,1,0,0,12
1616,13,2,0,0,15
1617,14,1,0,0,15
1618,11,1,0,0,12
1619,13,2,0,0,15
1620,16,3,0,0,19
1621,13,1,1,0,15
1622,14,2,0,0,16
1623,14,1,0,0,15
1624,16,1,0,0,17
1625,14,2,0,0,16
1626,15,0,0,0,15
1627,11,1,0,0,12
1628,9,3,0,0,12
1629,10,1,0,0,11
1630,11,2,0,0,13
1631,12,1,1,0,14
1632,12,2,1,0,15
1633,13,0,0,0,13
1634,14,1,0,0,15
1635,14,0,0,0,14
1636,16,0,0,0,16
1637,15,2,0,0,17
1638,14,4,0,0,18
1639,13,2,1,0,16
1640,17,2,1,0,20
1641,14,1,1,0,16
1642,15,0,1,0,16
1643,15,0,0,0,15
1644,12,0,0,0,12
1645,14,0,0,0,14
1646,13,1,0,0,14
1647,14,1,0,0,15
1648,17,0,0,0,17
1649,17,0,0,0,17
1650,16,1,1,0,18
1651,13,0,1,0,14
1652,15,0,1,0,16
1653,15,3,0,0,18
1654,13,0,2,0,15
1655,14,2,0,0,16
1656,16,2,0,0,18
1657,15,2,0,0,17
1658,14,2,0,0,16
1659,16,2,0,0,18
1660,14,3,0,0,17
1661,14,1,0,0,15
1662,13,1,0,0,14
1663,13,0,0,0,13
1664,12,2,0,0,14
1665,13,1,0,0,14
1666,13,1,0,0,14
1667,11,1,0,0,12
1668,12,1,0,0,13
1669,14,1,0,0,15
1670,15,1,0,0,16
1671,15,2,0,0,17
1672,17,0,0,0,17
1673,16,2,0,0,18
1674,16,1,0,0,17
1675,14,1,0,0,15
1676,13,1,0,0,14
1677,10,0,0,0,10
1678,9,0,0,0,9
1679,8,1,0,0,9
1680,8,0,0,0,8
1681,8,0,0,0,8
1682,11,0,0,0,11
1683,11,0,0,0,11
1684,14,1,0,0,15
1685,14,2,0,0,16
1686,14,2,0,0,16
1687,17,2,0,0,19
1688,14,1,0,0,15
1689,17,1,0,0,18
1690,17,0,0,0,17
1691,15,0,0,0,15
1692,18,0,0,0,18
1693,16,1,0,0,17
1694,14,0,1,0,15
1695,16,2,0,0,18
1696,10,3,0,0,13
1697,12,2,0,0,14
1698,7,1,1,0,9
1699,9,1,1,0,11
1700,11,2,2,0,15
1701,13,2,2,0,17
1702,12,2,0,0,14
1703,10,3,1,0,14
1704,14,2,0,0,16
1705,14,3,0,0,17
1706,13,3,0,0,16
1707,14,1,0,0,15
1708,14,1,0,0,15
1709,13,1,0,0,14
1710,13,1,0,0,14
1711,11,0,0,0,11
1712,11,1,0,0,12
1713,16,0,0,0,16
1714,17,0,0,0,17
1715,14,0,0,0,14
1716,17,0,0,0,17
1717,17,1,0,0,18
1718,15,0,0,0,15
1719,16,0,0,0,16
1720,13,2,0,0,15
1721,14,0,0,0,14
1722,18,1,0,0,19
1723,15,1,0,0,16
1724,11,3,0,0,14
1725,17,0,0,0,17
1726,14,1,0,0,15
1727,13,3,0,0,16
1728,8,2,0,0,10
1729,10,2,0,0,12
1730,12,2,0,0,14
1731,13,3,0,0,16
1732,12,1,0,0,13
1733,12,2,0,0,14
1734,15,1,0,0,16
1735,14,0,0,0,14
1736,12,2,0,0,14
1737,13,3,0,0,16
1738,13,3,1,0,17
1739,12,2,2,0,16
1740,16,2,2,0,20
1741,16,2,1,0,19
1742,16,2,0,0,18
1743,15,2,1,0,18
1744,15,2,0,0,17
1745,16,0,0,0,16
1746,16,3,0,0,19
1747,16,1,0,0,17
1748,12,2,0,0,14
1749,13,1,0,0,14
1750,12,2,0,0,14
1751,12,2,0,0,14
1752,11,2,0,0,13
1753,16,2,0,0,18
1754,13,3,0,0,16
1755,12,3,0,0,15
1756,14,3,0,0,17
1757,12,3,0,0,15
1758,12,1,0,0,13
1759,12,2,0,0,14
1760,13,1,0,0,14
1761,12,0,0,0,12
1762,11,2,0,0,13
1763,11,1,0,0,12
1764,11,1,0,0,12
1765,12,2,0,0,14
1766,13,1,0,0,14
1767,12,1,0,0,13
1768,13,1,0,0,14
1769,15,2,0,0,17
1770,14,2,0,0,16
1771,15,1,0,0,16
1772,21,0,0,0,21
1773,14,0,0,0,14
1774,17,0,0,0,17
1775,16,0,0,0,16
1776,17,0,0,0,17
1777,17,1,0,0,18
1778,18,1,0,0,19
1779,17,1,0,0,18
1780,20,1,0,0,21
1781,21,1,0,0,22
1782,18,0,1,0,19
1783,19,0,1,0,20
1784,15,1,1,0,17
1785,16,0,1,0,17
1786,16,2,0,0,18
1787,16,2,0,0,18
1788,15,3,0,0,18
1789,14,1,0,0,15
1790,17,0,0,0,17
1791,17,0,0,0,17
1792,17,0,0,0,17
1793,19,2,0,0,21
1794,19,0,0,0,19
1795,21,1,0,0,22
1796,19,1,1,0,21
1797,20,2,0,0,22
1798,18,1,0,0,19
1799,15,2,0,0,17
1800,17,0,0,0,17
1801,16,0,0,0,16
1802,17,0,0,0,17
1803,16,0,0,0,16
1804,15,0,0,0,15
1805,14,1,0,0,15
1806,14,1,0,0,15
1807,15,2,1,0,18
1808,18,2,0,0,20
1809,14,1,0,0,15
1810,15,1,0,0,16
1811,17,0,0,0,17
1812,16,1,0,0,17
1813,14,0,0,0,14
1814,9,0,0,0,9
1815,13,0,0,0,13
1816,13,0,0,0,13
1817,12,0,0,0,12
1818,15,0,0,0,15
1819,10,1,0,0,11
1820,15,1,0,0,16
1821,13,1,0,0,14
1822,14,1,1,0,16
1823,12,2,0,0,14
1824,14,1,0,0,15
1825,14,1,0,0,15
1826,12,2,1,0,15
1827,13,0,1,0,14
1828,17,0,1,0,18
1829,15,1,0,0,16
1830,14,0,0,0,14
1831,15,1,0,0,16
1832,12,3,1,0,16
1833,13,2,0,0,15
1834,13,1,0,0,14
1835,17,1,0,0,18
1836,19,1,0,0,20
1837,14,1,0,0,15
1838,16,1,0,0,17
1839,13,1,0,0,14
1840,11,0,0,0,11
1841,12,0,0,0,12
1842,13,1,0,0,14
1843,11,1,0,0,12
1844,11,1,0,0,12
1845,12,1,0,0,13
1846,12,2,0,0,14
1847,11,2,0,0,13
1848,10,1,1,0,12
1849,9,3,0,0,12
1850,10,1,0,0,11
1851,12,1,0,0,13
1852,10,1,0,0,11
1853,11,0,0,0,11
1854,12,0,0,0,12
1855,9,0,0,0,9
1856,9,0,0,0,9
1857,11,0,0,0,11
1858,11,0,0,0,11
1859,12,0,0,0,12
1860,15,0,0,0,15
1861,13,2,0,0,15
1862,16,0,0,0,16
1863,14,0,0,0,14
1864,14,0,0,0,14
1865,16,0,0,0,16
1866,14,0,0,0,14
1867,16,0,0,0,16
1868,17,0,0,0,17
1869,18,0,0,0,18
1870,15,1,0,0,16
1871,14,0,0,0,14
1872,16,0,0,0,16
1873,17,1,0,0,18
1874,17,0,0,0,17
1875,14,1,0,0,15
1876,14,2,0,0,16
1877,15,2,0,0,17
1878,12,2,0,0,14
1879,16,2,0,0,18
1880,12,2,0,0,14
1881,14,2,0,0,16
1882,13,3,0,0,16
1883,14,1,0,0,15
1884,12,2,0,0,14
1885,15,1,0,0,16
1886,12,1,0,0,13
1887,15,0,0,0,15
1888,15,0,0,0,15
1889,16,0,0,0,16
1890,14,0,0,0,14
1891,15,2,0,0,17
1892,18,2,0,0,20
1893,15,2,0,0,17
1894,13,2,0,0,15
1895,9,1,1,0,11
1896,10,2,0,0,12
1897,14,2,0,0,16
1898,16,1,0,0,17
1899,17,2,0,0,19
1900,16,2,0,0,18
1901,15,1,0,0,16
1902,14,0,0,0,14
1903,15,1,0,0,16
1904,16,1,0,0,17
1905,18,1,0,0,19
1906,15,1,0,0,16
1907,10,1,0,0,11
1908,11,1,0,0,12
1909,10,1,0,0,11
1910,14,1,0,0,15
1911,13,2,0,0,15
1912,13,0,0,0,13
1913,13,1,0,0,14
1914,10,1,0,0,11
1915,11,0,0,0,11
1916,12,1,0,0,13
1917,15,1,0,0,16
1918,17,1,0,0,18
1919,16,0,0,0,16
1920,16,0,0,0,16
1921,12,1,0,0,13
1922,12,0,1,0,13
1923,14,0,1,0,15
1924,13,0,1,0,14
1925,15,0,1,0,16
1926,13,1,0,0,14
1927,12,1,0,0,13
1928,13,1,0,0,14
1929,15,1,0,0,16
1930,15,2,0,0,17
1931,18,0,0,0,18
1932,16,1,0,0,17
1933,14,0,0,0,14
1934,15,0,0,0,15
1935,14,0,0,0,14
1936,15,0,0,0,15
1937,15,0,0,0,15
1938,16,0,0,0,16
1939,13,0,0,0,13
1940,17,0,0,0,17
1941,14,1,0,0,15
1942,8,0,1,0,9
1943,16,0,0,0,16
1944,13,0,0,0,13
1945,12,0,0,0,12
1946,14,1,0,0,15
1947,12,0,0,0,12
1948,15,0,0,0,15
1949,11,0,0,0,11
1950,14,0,0,0,14
1951,11,0,0,0,11
1952,8,0,0,0,8
1953,8,0,2,0,10
1954,5,0,1,0,6
1955,5,2,1,0,8
1956,8,2,0,0,10
1957,6,2,1,0,9
1958,12,1,1,0,14
1959,9,4,0,0,13
1960,11,2,0,0,13
1961,11,2,0,0,13
1962,12,2,0,0,14
1963,8,1,0,0,9
1964,11,1,0,0,12
1965,13,0,0,0,13
1966,14,0,0,0,14
1967,14,1,0,0,15
1968,17,0,0,0,17
1969,18,0,0,0,18
1970,15,1,0,0,16
1971,14,0,0,0,14
1972,13,0,0,0,13
1973,18,1,0,0,19
1974,16,1,0,0,17
1975,19,0,2,0,21
1976,16,2,0,0,18
1977,16,1,2,0,19
1978,13,2,0,0,15
1979,17,2,0,0,19
1980,16,1,1,0,18
1981,17,2,1,0,20
1982,16,1,0,0,17
1983,16,2,0,0,18
1984,14,2,0,0,16
1985,13,1,1,0,15
1986,11,2,0,0,13
1987,12,3,0,0,15
1988,13,2,1,0,16
1989,13,2,0,0,15
1990,14,2,0,0,16
1991,13,2,0,0,15
1992,12,3,0,0,15
1993,16,2,0,0,18
1994,14,2,0,0,16
1995,14,3,0,0,17
1996,17,2,0,0,19
1997,19,0,0,0,19
1998,19,0,0,0,19
1999,20,0,0,0,20
2000,20,0,0,0,20
2001,21,0,0,0,21
2002,20,0,0,0,20
2003,15,1,0,0,16
2004,20,1,0,0,21
2005,19,0,0,0,19
2006,18,0,0,0,18
2007,18,0,0,0,18
2008,17,0,0,0,17
2009,18,0,0,0,18
2010,19,2,1,0,22
2011,17,0,0,0,17
2012,17,0,0,0,17
2013,17,0,0,0,17
2014,15,0,0,0,15
2015,18,0,0,0,18
2016,19,1,0,0,20
2017,19,1,0,0,20
2018,18,1,0,0,19
2019,17,1,0,0,18
2020,17,0,0,0,17
2021,13,1,0,0,14
2022,16,1,0,0,17
2023,18,1,2,0,21
2024,20,0,2,0,22
2025,18,3,1,0,22
2026,20,4,0,0,24
2027,14,3,0,0,17
2028,13,4,0,0,17
2029,15,3,0,0,18
2030,14,2,0,0,16
2031,17,2,0,0,19
2032,13,2,0,0,15
2033,17,2,0,0,19
2034,17,0,0,0,17
2035,18,0,0,0,18
2036,21,0,0,0,21
2037,22,0,0,0,22
2038,21,2,0,0,23
2039,17,2,0,0,19
2040,16,1,0,0,17
2041,21,0,1,0,22
2042,18,0,0,0,18
2043,0,0,0,0,0
2044,0,0,0,0,0
2045,0,0,0,0,0
2046,0,0,0,0,0
2047,0,0,0,0,0
2048,0,0,0,0,0
2049,0,0,0,0,0
2050,0,0,0,0,0
